StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q20,Q21,Q22,Q23,Q23_18_TEXT,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32_1,Q32_2,Q32_3,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
2017-06-08 06:18:49,2017-06-08 06:18:49,Survey Test,,100,0,True,2017-06-08 06:18:49,R_79WqJIufG5D7val,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree moderately,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Slightly positive,Neither positive nor negative,Very negative,Slightly positive,Positive,Negative,Very positive,Slightly positive,Slightly negative,Very negative,Very negative,Very negative,Positive,Very negative,Neither positive nor negative,Negative,5,2,5,3,4,3,2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),2,5,2,5,5,8,8,Always or definitely yes (9),6,7,7,Never or definitely no (1),2,Never or definitely no (1),7,3,Never or definitely no (1),103,Other,College degree,No,,,,Disabled,,"$36,000-$47,999 per year",(Refused to give household income),(None/No household income),Finding it difficult on present income,Other Christian Religion,,Annually (at least once a year),20,43,Divorced,98430,"No, not born in this country",Yes,"Auctor! Facilisi non nec ipsum sagittis phasellus metus, nonummy euismod lacus, suscipit sed montes quam.",3 days,Less than once a week,2 days,On a mobile device,24,No,,,No,Yes,2
2017-06-08 06:18:49,2017-06-08 06:18:49,Survey Test,,100,0,True,2017-06-08 06:18:49,R_79cUau0Bh1YY2W1,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Disagree moderately,Disagree strongly,Disagree strongly,Agree moderately,Disagree a little,Very positive,Neither positive nor negative,Very positive,Positive,Neither positive nor negative,Slightly negative,Slightly positive,Positive,Negative,Slightly negative,Slightly negative,Slightly negative,Slightly negative,Negative,Negative,Very positive,6,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),5,3,4,Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),4,3,6,Extremely uncharacteristic of me (1),2,8,5,8,6,7,Never or definitely no (1),4,7,7,Always or definitely yes (9),6,8,Never or definitely no (1),4,Always or definitely yes (9),6,90,Other,Post-graduate degree,Yes,5,Work for an employer,Farmer or rancher,,,"$90,000-$119,999 per year","1,000 - 1,499 MAD",700 pesos or less,Living comfortably on present income,Buddhism,,Do not regularly attend religious services,71,90,Widowed,49077,"Yes, born in this country",,,3 days,4 days,3 days,On a computer or tablet at home,21,Yes,30445,22,Yes,No,
2017-06-08 06:18:50,2017-06-08 06:18:50,Survey Test,,100,0,True,2017-06-08 06:18:50,R_81Xrf8FbfZTW1lX,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Neither agree nor disagree,Disagree moderately,Disagree moderately,Neither agree nor disagree,Disagree strongly,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Slightly positive,Very positive,Negative,Slightly negative,Very negative,Neither positive nor negative,Very positive,Slightly negative,Slightly positive,Positive,Neither positive nor negative,Neither positive nor negative,Slightly negative,Slightly negative,Slightly negative,Negative,3,2,2,5,3,Extremely uncharacteristic of me (1),2,4,Extremely characteristic of me (7),4,2,5,4,Extremely characteristic of me (7),5,7,3,3,3,3,4,Always or definitely yes (9),4,4,Always or definitely yes (9),7,4,5,2,4,60,Male,High school,No,,,,"Other, please list","Ullamcorper ullamcorper lectus augue ullamcorper justo. Mattis, consectetuer dictumst natoque pellentesque natoque magnis.","Less than $6,000 per year","1,500 - 1,999 MAD","701 – 1,500 pesos",Living comfortably on present income,Other (Write in:),"Facilisi wisi cras ultrices elit, curabitur ullamcorper primis lorem mi lectus iaculis.",Do not regularly attend religious services,15,42,Divorced,96408,"No, not born in this country",Yes,"Urna accusamus. Molestie eros elementum massa enim, mattis phasellus. Suscipit! Aenean erat, tempus lacus.",3 days,Less than once a week,6 days,On a computer or tablet at work,10,Yes,24048,9,Yes,Yes,10
2017-06-08 06:18:51,2017-06-08 06:18:51,Survey Test,,100,0,True,2017-06-08 06:18:51,R_4N4krX64bdCYZNz,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree moderately,Disagree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree a little,Disagree a little,Agree a little,Agree moderately,Slightly negative,Very positive,Very positive,Very negative,Very negative,Positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Slightly negative,Very negative,Very positive,Slightly negative,Positive,Slightly negative,Neither positive nor negative,4,3,5,3,6,2,Extremely uncharacteristic of me (1),3,5,6,Extremely characteristic of me (7),4,4,3,Never or definitely no (1),Never or definitely no (1),3,8,3,Never or definitely no (1),6,4,5,Always or definitely yes (9),3,Never or definitely no (1),2,Always or definitely yes (9),5,2,130,Other,Post-graduate degree,No,,,,Student,,"$6,000-$11,999 per year","20,000 - 24,999 MAD",(Does NOT know household income),Finding it very difficult on present income,Other Non-Christian Religion,,Annually (at least once a year),59,21,Widowed,4829,"Yes, born in this country",,,1 day,7 days,1 day,"On a computer or tablet at a public place (e.g., library)",10,No,,,No,Yes,14
2017-06-08 06:18:50,2017-06-08 06:18:50,Survey Test,,100,0,True,2017-06-08 06:18:50,R_6A1WiBtDYdv5WJv,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree moderately,Neither agree nor disagree,Agree a little,Agree strongly,Very positive,Positive,Very negative,Negative,Very negative,Positive,Slightly positive,Very negative,Slightly positive,Neither positive nor negative,Slightly negative,Negative,Slightly negative,Slightly positive,Negative,Very positive,5,Extremely characteristic of me (7),5,2,2,3,Extremely characteristic of me (7),4,Extremely characteristic of me (7),3,5,3,2,2,6,2,Always or definitely yes (9),3,4,Always or definitely yes (9),7,7,Never or definitely no (1),5,4,Never or definitely no (1),3,6,4,5,39,Female,High school,No,,,,Homemaker (including stay-at-home parents),,"Less than $6,000 per year",(None/No household income),"701 – 1,500 pesos",Living comfortably on present income,Spiritism,,Monthly (at least once a month),64,40,Separated,91700,"Yes, born in this country",,,1 day,5 days,3 days,On a computer or tablet at home,9,Yes,2939,18,No,Yes,14
2017-06-08 06:18:51,2017-06-08 06:18:51,Survey Test,,100,0,True,2017-06-08 06:18:51,R_0BeKNhuSBiMKOlD,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree moderately,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree moderately,Agree strongly,Neither positive nor negative,Negative,Slightly negative,Positive,Very negative,Positive,Very negative,Very negative,Neither positive nor negative,Slightly negative,Very negative,Slightly positive,Slightly positive,Slightly positive,Neither positive nor negative,Positive,3,Extremely characteristic of me (7),5,4,4,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),2,4,5,Extremely characteristic of me (7),Extremely characteristic of me (7),5,Always or definitely yes (9),5,8,Always or definitely yes (9),Never or definitely no (1),3,8,3,3,Never or definitely no (1),6,7,4,8,5,7,44,Other,None,Yes,6,Work for an employer,Other,,,"Less than $6,000 per year","3,000 - 4,999 MAD",700 pesos or less,Getting by on present income,Mormon/Latter-Day Saints,,Weekly (at least once a week),65,29,Separated,47549,"Yes, born in this country",,,2 days,5 days,3 days,On a computer or tablet at work,0,No,,,Yes,Yes,8
2017-06-08 06:18:51,2017-06-08 06:18:51,Survey Test,,100,0,True,2017-06-08 06:18:51,R_ezFGu6HrN02HBad,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree a little,Disagree moderately,Agree a little,Disagree moderately,Agree strongly,Neither agree nor disagree,Disagree moderately,Agree a little,Disagree strongly,Very negative,Very negative,Very positive,Negative,Very negative,Slightly negative,Neither positive nor negative,Very positive,Positive,Very negative,Slightly negative,Very positive,Very negative,Positive,Positive,Slightly negative,Extremely characteristic of me (7),Extremely characteristic of me (7),6,3,5,6,2,5,6,Extremely characteristic of me (7),6,3,6,Extremely characteristic of me (7),4,6,Never or definitely no (1),3,6,7,5,4,Never or definitely no (1),4,Never or definitely no (1),Never or definitely no (1),Always or definitely yes (9),Always or definitely yes (9),Always or definitely yes (9),Never or definitely no (1),81,Prefer not to answer,Elementary school,No,,,,Disabled,,"$48,000-$59,999 per year","8,000 - 9,999 MAD","5,001 – 6,000 pesos",Living comfortably on present income,Islam/Muslim (Shiite),,Do not regularly attend religious services,33,60,Widowed,17250,"Yes, born in this country",,,5 days,1 day,1 day,On a computer or tablet at school,0,Yes,2550,17,Yes,Yes,13
2017-06-08 06:18:52,2017-06-08 06:18:52,Survey Test,,100,0,True,2017-06-08 06:18:52,R_cGxv9S3gH0OBYwJ,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Disagree strongly,Agree a little,Agree a little,Disagree moderately,Neither agree nor disagree,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree strongly,Very positive,Neither positive nor negative,Negative,Neither positive nor negative,Neither positive nor negative,Very positive,Negative,Positive,Negative,Negative,Positive,Positive,Very negative,Very positive,Negative,Neither positive nor negative,5,5,4,2,Extremely uncharacteristic of me (1),6,6,5,6,3,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),3,7,2,Never or definitely no (1),Always or definitely yes (9),7,Never or definitely no (1),2,8,8,Always or definitely yes (9),3,Always or definitely yes (9),2,Always or definitely yes (9),7,Always or definitely yes (9),148,Male,Elementary school,No,,,,Homemaker (including stay-at-home parents),,"$180,000-$239,999 per year","3,000 - 4,999 MAD","701 – 1,500 pesos",Living comfortably on present income,Islam/Muslim (Shiite),,Do not regularly attend religious services,10,32,Widowed,66773,"Yes, born in this country",,,5 days,7 days,Never,On a computer or tablet at work,4,Yes,99205,20,No,Yes,10
2017-06-08 06:18:52,2017-06-08 06:18:52,Survey Test,,100,0,True,2017-06-08 06:18:52,R_cIOb542LU883wWx,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Disagree moderately,Disagree strongly,Agree strongly,Disagree strongly,Slightly positive,Very negative,Very positive,Very negative,Very negative,Positive,Slightly negative,Negative,Very negative,Positive,Negative,Neither positive nor negative,Very positive,Slightly negative,Slightly negative,Very negative,2,5,5,6,Extremely characteristic of me (7),6,5,3,3,Extremely characteristic of me (7),3,Extremely characteristic of me (7),6,Extremely uncharacteristic of me (1),3,4,2,Never or definitely no (1),7,5,8,7,Always or definitely yes (9),Always or definitely yes (9),Always or definitely yes (9),6,Always or definitely yes (9),5,Always or definitely yes (9),Always or definitely yes (9),14,Prefer not to answer,Elementary school,No,,,,Disabled,,"$24,000-$35,999 per year",500 - 999 MAD,"1,501 – 3,000 pesos",Getting by on present income,Spiritism,,Weekly (at least once a week),14,60,"Domestic partnership/Living with partner ",4492,"No, not born in this country",Yes,"Ipsum? Suspendisse id, malesuada ullamcorper at venenatis dictumst sem sagittis mattis ridiculus consectetuer tempor metus.",3 days,Less than once a week,4 days,On a computer or tablet at work,13,Yes,53959,23,No,No,
2017-06-08 06:18:52,2017-06-08 06:18:52,Survey Test,,100,0,True,2017-06-08 06:18:53,R_0rA7Ijusj8GaSb3,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Agree moderately,Disagree a little,Agree strongly,Agree moderately,Disagree moderately,Disagree moderately,Disagree a little,Positive,Very negative,Very negative,Neither positive nor negative,Very positive,Neither positive nor negative,Slightly positive,Negative,Slightly positive,Very negative,Positive,Very positive,Slightly positive,Slightly negative,Negative,Neither positive nor negative,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,5,3,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),2,3,5,3,4,4,6,6,3,7,7,3,6,2,3,8,3,5,2,4,2,5,8,115,Female,College degree,No,,,,Student,,"$120,000-$179,999 per year","1,000 - 1,499 MAD","10,001 – 15,000 pesos",Finding it very difficult on present income,Spiritism,,Monthly (at least once a month),44,96,Divorced,79703,"No, not born in this country",Yes,"Rutrum nonummy, arcu elementum. Diam platea curabitur sed vitae enim.",2 days,5 days,Less than once a week,On a computer or tablet at school,21,No,,,Yes,No,
2017-06-08 06:18:53,2017-06-08 06:18:53,Survey Test,,100,0,True,2017-06-08 06:18:53,R_2bZIVWUuUqAsXPL,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Disagree strongly,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Negative,Neither positive nor negative,Slightly positive,Positive,Positive,Positive,Slightly positive,Positive,Very negative,Very positive,Slightly positive,Neither positive nor negative,Positive,Slightly negative,Neither positive nor negative,Negative,2,2,5,3,3,Extremely uncharacteristic of me (1),4,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),5,6,3,Extremely uncharacteristic of me (1),2,5,4,5,8,Never or definitely no (1),8,2,8,2,Always or definitely yes (9),8,7,2,7,Always or definitely yes (9),2,55,Other,Elementary school,Yes,18,Self-employed,Military,,,"$6,000-$11,999 per year","10,000 - 14,999 MAD","More than 40,000 pesos",Living comfortably on present income,Jewish,,Do not regularly attend religious services,91,6,Separated,77474,"Yes, born in this country",,,Never,2 days,6 days,On a computer or tablet at school,7,No,,,No,Yes,10
2017-06-08 06:18:52,2017-06-08 06:18:52,Survey Test,,100,0,True,2017-06-08 06:18:52,R_bskF0en06ZYJp89,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Very negative,Negative,Very positive,Negative,Very positive,Negative,Neither positive nor negative,Very positive,Neither positive nor negative,Very negative,Slightly negative,Positive,Very negative,Neither positive nor negative,Very negative,Positive,4,2,3,Extremely uncharacteristic of me (1),2,4,Extremely uncharacteristic of me (1),2,5,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),6,3,6,3,2,3,2,3,7,3,Always or definitely yes (9),Always or definitely yes (9),4,Never or definitely no (1),6,2,8,Always or definitely yes (9),Never or definitely no (1),127,Other,Some college,Yes,21,Work for an employer,Professional,,,"$60,000-$89,999 per year","1,000 - 1,499 MAD",(None/No household income),Finding it very difficult on present income,Islam/Muslim (Shiite),,Weekly (at least once a week),66,34,"Domestic partnership/Living with partner ",22201,"Yes, born in this country",,,6 days,4 days,7 days,On a computer or tablet at school,24,Yes,83608,19,Yes,Yes,7
2017-06-08 06:18:53,2017-06-08 06:18:53,Survey Test,,100,0,True,2017-06-08 06:18:53,R_cZleseRaVyimXlz,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Neither agree nor disagree,Disagree moderately,Disagree a little,Agree a little,Disagree moderately,Disagree a little,Disagree moderately,Agree strongly,Neither agree nor disagree,Negative,Very positive,Positive,Neither positive nor negative,Positive,Positive,Very negative,Very positive,Slightly negative,Slightly positive,Very negative,Positive,Slightly positive,Slightly negative,Very positive,Neither positive nor negative,5,2,3,3,6,3,2,Extremely characteristic of me (7),6,Extremely characteristic of me (7),Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Never or definitely no (1),5,Never or definitely no (1),2,6,3,8,2,Never or definitely no (1),2,5,Never or definitely no (1),7,Never or definitely no (1),6,Always or definitely yes (9),120,Male,College degree,No,,,,Disabled,,"$180,000-$239,999 per year","1,000 - 1,499 MAD",700 pesos or less,Getting by on present income,Mormon/Latter-Day Saints,,Monthly (at least once a month),78,53,Widowed,6409,"No, not born in this country",Yes,Donec felis sem suscipit neque? Quis leo velit ligula sollicitudin donec.,Never,7 days,2 days,On a mobile device,2,No,,,No,No,
2017-06-08 06:18:54,2017-06-08 06:18:54,Survey Test,,100,0,True,2017-06-08 06:18:54,R_dfXTGT9MqumprjT,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Disagree moderately,Disagree a little,Neither agree nor disagree,Agree moderately,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree moderately,Neither positive nor negative,Slightly positive,Slightly positive,Very negative,Slightly negative,Slightly positive,Negative,Negative,Positive,Slightly negative,Neither positive nor negative,Very positive,Very negative,Neither positive nor negative,Neither positive nor negative,Slightly negative,2,3,3,2,6,6,Extremely characteristic of me (7),5,Extremely uncharacteristic of me (1),5,5,2,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,7,Never or definitely no (1),3,8,5,Always or definitely yes (9),6,8,4,5,Never or definitely no (1),8,6,5,4,72,Male,High school,Yes,12,Self-employed,Sales or retail,,,"$12,000-$23,999 per year","2,000 - 2,999 MAD","15,001 – 25,000 pesos",Finding it difficult on present income,Roman Catholic,,Annually (at least once a year),71,19,Widowed,36800,"Yes, born in this country",,,6 days,4 days,6 days,On a computer or tablet at school,0,No,,,Yes,Yes,2
2017-06-08 06:18:54,2017-06-08 06:18:54,Survey Test,,100,0,True,2017-06-08 06:18:54,R_29a5WQEXtk7PXr7,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Slightly negative,Neither positive nor negative,Negative,Positive,Positive,Negative,Very negative,Slightly negative,Slightly positive,Slightly negative,Slightly positive,Slightly positive,Very negative,Slightly positive,Neither positive nor negative,Slightly positive,2,4,2,Extremely uncharacteristic of me (1),4,6,2,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,3,4,4,6,7,2,Always or definitely yes (9),8,3,2,5,3,3,7,Always or definitely yes (9),8,5,2,4,3,134,Female,Post-graduate degree,Yes,4,Work for an employer,Secretarial or clerical,,,"$36,000-$47,999 per year","1,000 - 1,499 MAD","1,501 – 3,000 pesos",Getting by on present income,Buddhism,,Monthly (at least once a month),94,31,Widowed,36705,"Yes, born in this country",,,7 days,4 days,Less than once a week,On a mobile device,21,Yes,55136,2,Yes,No,
2017-06-08 06:18:53,2017-06-08 06:18:53,Survey Test,,100,0,True,2017-06-08 06:18:53,R_02mMhULxZuXNtRz,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Agree moderately,Agree strongly,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree moderately,Slightly positive,Neither positive nor negative,Neither positive nor negative,Slightly negative,Negative,Negative,Negative,Neither positive nor negative,Slightly positive,Very positive,Positive,Very positive,Slightly negative,Negative,Slightly negative,Slightly positive,4,6,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),3,Extremely uncharacteristic of me (1),2,4,Extremely uncharacteristic of me (1),4,Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),3,Always or definitely yes (9),3,8,Never or definitely no (1),6,3,Never or definitely no (1),5,5,2,5,7,2,6,8,98,Female,High school,Yes,10,Self-employed,Sales or retail,,,"$90,000-$119,999 per year","More than 24,999 MAD","701 – 1,500 pesos",Finding it difficult on present income,Protestant,,Do not regularly attend religious services,8,66,Separated,35601,"Yes, born in this country",,,1 day,5 days,Never,On a computer or tablet at home,19,No,,,Yes,Yes,12
2017-06-08 06:18:54,2017-06-08 06:18:54,Survey Test,,100,0,True,2017-06-08 06:18:54,R_2raBpkmXAjr4gYt,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Disagree a little,Agree strongly,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree strongly,Disagree a little,Disagree moderately,Very positive,Neither positive nor negative,Slightly positive,Very positive,Negative,Very negative,Slightly positive,Slightly negative,Positive,Slightly positive,Neither positive nor negative,Neither positive nor negative,Very negative,Very positive,Positive,Slightly negative,4,Extremely characteristic of me (7),2,Extremely characteristic of me (7),5,4,4,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),4,4,5,2,7,2,2,Never or definitely no (1),Always or definitely yes (9),3,Never or definitely no (1),3,3,7,7,5,2,5,3,104,Male,Post-graduate degree,Yes,4,Work for an employer,Professional,,,"Less than $6,000 per year",249 MAD or less,(None/No household income),Living comfortably on present income,Islam/Muslim (Sunni),,Monthly (at least once a month),0,56,"Domestic partnership/Living with partner ",19069,"No, not born in this country",No,Lacus! Sem cursus. Turpis est. Commodo nullam vehicula tortor tellus! In.,4 days,Less than once a week,3 days,"On a computer or tablet at a public place (e.g., library)",5,Yes,48897,8,No,No,
2017-06-08 06:18:55,2017-06-08 06:18:55,Survey Test,,100,0,True,2017-06-08 06:18:55,R_3JAg8EedrJilNvT,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree a little,Positive,Negative,Negative,Positive,Slightly negative,Neither positive nor negative,Slightly negative,Very negative,Slightly negative,Negative,Very positive,Neither positive nor negative,Very positive,Very negative,Slightly negative,Slightly negative,6,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,3,6,3,4,3,6,5,Extremely uncharacteristic of me (1),6,4,8,6,4,Always or definitely yes (9),Always or definitely yes (9),5,7,6,8,3,8,6,3,4,7,Never or definitely no (1),76,Female,College degree,Yes,1,Self-employed,Other,,,"$6,000-$11,999 per year","3,000 - 4,999 MAD","701 – 1,500 pesos",Finding it very difficult on present income,Roman Catholic,,Monthly (at least once a month),90,80,Married,30011,"No, not born in this country",No,Augue euismod luctus arcu. Cursus dapibus eu! At lacus. Quis? Quis felis gravida luctus.,1 day,2 days,2 days,Other,3,No,,,No,No,
2017-06-08 06:18:55,2017-06-08 06:18:55,Survey Test,,100,0,True,2017-06-08 06:18:55,R_eVxeFZ4XNJRO6Yl,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree moderately,Agree a little,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Positive,Positive,Slightly negative,Neither positive nor negative,Slightly negative,Very positive,Very negative,Very positive,Neither positive nor negative,Neither positive nor negative,Very positive,Slightly negative,Slightly positive,Very positive,Positive,Very negative,Extremely characteristic of me (7),3,6,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),2,2,4,4,5,4,Extremely uncharacteristic of me (1),5,8,5,2,6,5,2,Never or definitely no (1),4,5,5,7,3,5,Never or definitely no (1),7,8,74,Female,Post-graduate degree,Yes,23,Self-employed,Service or labor,,,"$90,000-$119,999 per year",249 MAD or less,"6,001 – 7,500 pesos",Finding it difficult on present income,Muslim/Islam,,Do not regularly attend religious services,36,21,Separated,76029,"No, not born in this country",Yes,Morbi consectetuer tortor. Bibendum iaculis magnis metus iaculis? Fringilla fermentum atque pretium.,1 day,2 days,Less than once a week,On a computer or tablet at school,10,Yes,77799,24,No,No,
2017-06-08 06:18:54,2017-06-08 06:18:54,Survey Test,,100,0,True,2017-06-08 06:18:54,R_7TD1OP45LYJlZrL,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree moderately,Disagree a little,Agree moderately,Agree strongly,Neither positive nor negative,Very negative,Slightly positive,Slightly negative,Slightly positive,Very negative,Very positive,Slightly positive,Slightly positive,Neither positive nor negative,Very positive,Very negative,Very positive,Slightly positive,Positive,Negative,6,6,2,6,3,5,5,6,6,4,Extremely characteristic of me (7),5,3,4,8,4,2,4,Always or definitely yes (9),6,7,2,2,4,7,6,2,5,3,5,88,Female,None,No,,,,Retired,,"$180,000-$239,999 per year",500 - 999 MAD,"6,001 – 7,500 pesos",Finding it very difficult on present income,Other (Write in:),"Ut faucibus, magna potenti amet, euismod? Orci in! Auctor ullamcorper dolor montes eu consectetuer.",Weekly (at least once a week),85,58,Widowed,82204,"No, not born in this country",No,"Et, pellentesque sed turpis praesent eleifend sem natoque eleifend vulputate praesent consequat ultrices.",Less than once a week,1 day,Less than once a week,Other,21,Yes,27209,0,No,Yes,13
2017-06-08 06:18:56,2017-06-08 06:18:56,Survey Test,,100,0,True,2017-06-08 06:18:56,R_dpB0qwju8uzpbw1,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Disagree moderately,Disagree strongly,Neither agree nor disagree,Agree moderately,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree moderately,Very positive,Very negative,Slightly positive,Very positive,Slightly positive,Slightly negative,Very positive,Slightly negative,Positive,Neither positive nor negative,Very positive,Slightly negative,Positive,Very positive,Positive,Very positive,5,Extremely uncharacteristic of me (1),6,5,6,Extremely characteristic of me (7),Extremely characteristic of me (7),4,2,6,4,Extremely characteristic of me (7),5,2,8,Never or definitely no (1),2,Never or definitely no (1),Never or definitely no (1),2,6,7,Never or definitely no (1),8,5,8,Always or definitely yes (9),7,3,2,62,Prefer not to answer,None,No,,,,Student,,"$48,000-$59,999 per year","10,000 - 14,999 MAD",(None/No household income),Getting by on present income,Roman Catholic,,Do not regularly attend religious services,98,11,Married,99401,"Yes, born in this country",,,4 days,1 day,Never,Other,16,Yes,71328,16,Yes,No,
