"playerid","round_num","group_coop","decision0d1c","group","condition","session","ingroup","biased","identities","empanel_id"
"ZXp0Nf1O",2,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4222265576_78419_01"
"ZZXk3eCC",2,1,1,"1","Biased-2","e2.4_2017-08-31",1,1,0,"4183007714_78419_01"
"ZZXk3eCC",2,0,1,"1","Biased-2","e2.4_2017-08-31",0,1,0,"4183007714_78419_01"
"0fr0kaXH",3,1,0,"3","Biased-4","e2.2_2017-08-24",0,1,1,"4210169883_78419_01"
"0fr0kaXH",3,3,0,"3","Biased-4","e2.2_2017-08-24",1,1,1,"4210169883_78419_01"
"0Fsj77FY",3,0,0,"0","Biased-4","e2.1_2017-08-24",1,1,1,"029738_S01_HH"
"0Fsj77FY",3,3,0,"0","Biased-4","e2.1_2017-08-24",0,1,1,"029738_S01_HH"
"0hhJBCnW",3,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"165752_3992_01"
"0hhJBCnW",3,2,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"165752_3992_01"
"0hhJBCnW",3,0,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"165752_3992_01"
"0Q2BEZAa",3,1,0,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4175677220_92326_01"
"0Q2BEZAa",3,0,0,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4175677220_92326_01"
"0QG7hc6v",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4141912316_78419_01"
"0QG7hc6v",3,1,0,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4141912316_78419_01"
"0uZQi5sg",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4182992791_78419_01"
"0uZQi5sg",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4182992791_78419_01"
"0yzCgrEd",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"085925_S02_01"
"0yzCgrEd",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"085925_S02_01"
"16hkBHE1",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4198730040_78419_01"
"16hkBHE1",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4198730040_78419_01"
"1dSNXUdN",3,2,1,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4173097852_78419_01"
"1dSNXUdN",3,1,0,"1","Biased-4","e2.4_2017-08-21",1,1,1,"4173097852_78419_01"
"1I97cDCu",3,0,1,"3","Biased-4","e2.1_2017-09-01",0,1,1,"1708246037_78419_01"
"1I97cDCu",3,3,1,"3","Biased-4","e2.1_2017-09-01",1,1,1,"1708246037_78419_01"
"1I97cDCu",3,2,1,"3","Biased-4","e2.1_2017-09-01",0,1,1,"1708246037_78419_01"
"1Ls6uYnA",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4182929292_78419_01"
"1Ls6uYnA",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4182929292_78419_01"
"1NYc3ypZ",3,2,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1NYc3ypZ",3,0,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1NYc3ypZ",3,3,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1NYc3ypZ",3,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"089635_S02_02"
"1v5KsKaU",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210174390_78419_01"
"1v5KsKaU",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210174390_78419_01"
"1vYPdjdX",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4083370152_78914_01"
"1vYPdjdX",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4083370152_78914_01"
"2CR6vFVs",3,0,1,"1","Unbiased-2","e2.6_2017-09-21",0,0,0,"4210186321_78419_01"
"2CR6vFVs",3,1,1,"1","Unbiased-2","e2.6_2017-09-21",1,0,0,"4210186321_78419_01"
"2eCW1FlE",3,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4142230532_78419_01"
"2eCW1FlE",3,0,1,"1","Biased-2","e2.3_2017-08-31",0,1,0,"4142230532_78419_01"
"2Jq2iaa0",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182985182_78419_01"
"2Jq2iaa0",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182985182_78419_01"
"2KfKBFI1",3,1,1,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"4224808964_78419_01"
"2KfKBFI1",3,0,0,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"4224808964_78419_01"
"2n8fFNoM",3,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4205995801_78419_01"
"2OuLp0f2",3,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4141910110_78419_01"
"2OuLp0f2",3,0,0,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4141910110_78419_01"
"2QsvgjjE",3,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"4174331532_78419_01"
"2QsvgjjE",3,1,1,"0","Biased-2","e2.4_2017-08-27",0,1,0,"4174331532_78419_01"
"2XmZPU4o",3,1,1,"1","Biased-4","e2.2_2017-08-24",1,1,1,"158212_3992_01"
"2XmZPU4o",3,2,1,"1","Biased-4","e2.2_2017-08-24",0,1,1,"158212_3992_01"
"34nH2Rfu",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4191239682_5107_01"
"34nH2Rfu",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4191239682_5107_01"
"3AYzSo0a",3,0,1,"1","Unbiased-2","e2.6_2017-09-21",0,0,0,"4176631747_78419_01"
"3AYzSo0a",3,1,1,"1","Unbiased-2","e2.6_2017-09-21",1,0,0,"4176631747_78419_01"
"3ClMwfdr",3,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"036403_S01_01"
"3ClMwfdr",3,1,0,"1","Biased-2","e2.4_2017-09-01",1,1,0,"036403_S01_01"
"3IvpNBCR",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2077831115_78419_01"
"3IvpNBCR",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"2077831115_78419_01"
"3j95iGEm",3,3,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4224776595_78419_01"
"3j95iGEm",3,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4224776595_78419_01"
"3KNPNSX7",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4109816975_78419_01"
"3KNPNSX7",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4109816975_78419_01"
"3NdEZHv2",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"2054170865_78419_01"
"3NdEZHv2",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2054170865_78419_01"
"3NPNzJYf",3,1,1,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"1887154303_78419_01"
"3x8dNpDD",3,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4142223226_78419_01"
"3x8dNpDD",3,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4142223226_78419_01"
"3x8dNpDD",3,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4142223226_78419_01"
"44b4OLuC",3,3,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"44b4OLuC",3,2,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"44b4OLuC",3,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"4198747815_78419_01"
"49Jqer6s",3,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"004346_S01_HH"
"49Jqer6s",3,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"004346_S01_HH"
"49Jqer6s",3,0,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"004346_S01_HH"
"4LxH222e",3,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"057143_S02_02"
"4LxH222e",3,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"057143_S02_02"
"4nSFdQzt",3,2,1,"2","Unbiased-4","e2.5_2017-09-07",1,0,1,"4142236355_78419_01"
"4nSFdQzt",3,1,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",3,0,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",3,3,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4rAYLpiK",3,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4182991699_78419_01"
"4rAYLpiK",3,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"4rAYLpiK",3,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"5Dc9pgMR",3,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"1869079206_78419_01"
"5fZVsRyY",3,1,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"5fZVsRyY",3,3,1,"3","Biased-4","e2.2_2017-08-24",1,1,1,"1666766099_78419_01"
"5opbRaZs",3,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4210180698_78419_01"
"5opbRaZs",3,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5opbRaZs",3,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5RdkjzSJ",3,3,0,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"4224788849_78419_01"
"5RdkjzSJ",3,1,1,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4224788849_78419_01"
"5RdkjzSJ",3,2,1,"3","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4224788849_78419_01"
"5SzOC8Ys",3,1,1,"1","Biased-4","e2.4_2017-08-21",1,1,1,"1104966268_23694_01"
"60NY1G5E",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"60NY1G5E",3,2,0,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"60NY1G5E",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4141908146_78419_01"
"66fX2Bg0",3,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"4222263686_78419_01"
"66fX2Bg0",3,1,0,"0","Biased-2","e2.4_2017-08-31",0,1,0,"4222263686_78419_01"
"66YrZSAn",3,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4191215279_5107_01"
"66YrZSAn",3,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4191215279_5107_01"
"6eq39r0t",3,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"1590401214_78419_01"
"6JIL2yNa",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4198730650_78419_01"
"6JIL2yNa",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4198730650_78419_01"
"6SKvaVfm",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4142218212_78419_01"
"6SKvaVfm",3,2,0,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4142218212_78419_01"
"6SKvaVfm",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"4142218212_78419_01"
"6ZVMaC6S",3,1,1,"0","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4017581645_78914_01"
"7DsUVios",3,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4182928698_78419_01"
"7DsUVios",3,0,1,"1","Biased-2","e2.3_2017-08-28",0,1,0,"4182928698_78419_01"
"7JLSGlin",3,2,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",3,3,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",3,0,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",3,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"082300_S02_01"
"7juY46GW",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1638367265_78419_01"
"7oVIAWsh",3,1,1,"1","Unbiased-2","e2.6_2017-09-16",1,0,0,"4141879666_78419_01"
"7oVIAWsh",3,0,1,"1","Unbiased-2","e2.6_2017-09-16",0,0,0,"4141879666_78419_01"
"7SiuC6aO",3,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4128106335_78419_01"
"7SiuC6aO",3,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4128106335_78419_01"
"8IV3mrD4",3,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4141907227_78419_01"
"8kxvYnNW",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"038249_S01_HH"
"8kxvYnNW",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"038249_S01_HH"
"8PHZppon",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4224787927_78419_01"
"8PHZppon",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4224787927_78419_01"
"8pzsNrYu",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"1789396587_78419_01"
"8pzsNrYu",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"1789396587_78419_01"
"8QvFHvPV",3,1,1,"1","Biased-4","e2.1_2017-08-23",1,1,1,"1746281748_78419_01"
"8QvFHvPV",3,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"1746281748_78419_01"
"8SAdCbGE",3,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4182992005_78419_01"
"8SAdCbGE",3,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4182992005_78419_01"
"8yCrrB8u",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4142220444_78419_01"
"8yCrrB8u",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4142220444_78419_01"
"91g87Ftc",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"111636_3992_01"
"9hMkPcRq",3,1,1,"0","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9hMkPcRq",3,2,1,"0","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9TJO1tjc",3,1,1,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9TJO1tjc",3,0,1,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9TJO1tjc",3,3,0,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9zlTPaa5",3,2,0,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"024442_S01_HH"
"9zlTPaa5",3,0,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",3,1,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",3,3,1,"2","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"a1b0CU0H",3,0,1,"0","Unbiased-2","e2.6_2017-09-16",1,0,0,"86081497_23694_01"
"a1b0CU0H",3,1,1,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"86081497_23694_01"
"a89vyAFL",3,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"86042049_23694_01"
"a9Cdpthg",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-04_10662.csv",1,0,0,"4205984826_78419_01"
"a9Cdpthg",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-04_10662.csv",0,0,0,"4205984826_78419_01"
"a9wxWHuc",3,0,0,"0","Biased-4","e2.1_2017-08-23",1,1,1,"4128112508_78419_01"
"aGLDOR3v",3,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1975420046_78419_01"
"aGLDOR3v",3,1,1,"0","Biased-2","e2.4_2017-08-27",0,1,0,"1975420046_78419_01"
"Aosqpm7K",3,3,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,1,0,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,2,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,0,1,"0","Biased-4","e2.1_2017-08-24",1,1,1,"4198745311_78419_01"
"apvWe04N",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182996682_78419_01"
"apvWe04N",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182996682_78419_01"
"AYd5OgAp",3,0,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4098586458_78419_01"
"AYd5OgAp",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4098586458_78419_01"
"aZ7ejSR5",3,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4083284137_78914_01"
"aZ7ejSR5",3,0,0,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4083284137_78914_01"
"b3pCCPJi",3,1,1,"0","Unbiased-2","e2.6_2017-09-09",0,0,0,"4142196852_78419_01"
"b3pCCPJi",3,0,1,"0","Unbiased-2","e2.6_2017-09-09",1,0,0,"4142196852_78419_01"
"B8nQCJnk",3,3,0,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"B8nQCJnk",3,1,0,"1","Biased-4","e2.4_2017-08-21",1,1,1,"4222264061_78419_01"
"BbnkOQzz",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4205982971_78419_01"
"BbnkOQzz",3,0,0,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4205982971_78419_01"
"bEE8F3wB",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4083295366_5107_01"
"bEE8F3wB",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4083295366_5107_01"
"bImZpw3M",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209526342_78419_01"
"bImZpw3M",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209526342_78419_01"
"BLMYbFQS",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4098582171_78419_01"
"BLMYbFQS",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4098582171_78419_01"
"BTfBuNtB",3,3,1,"3","Biased-4","e2.1_2017-09-01",1,1,1,"4069202132_78914_01"
"BTfBuNtB",3,0,1,"3","Biased-4","e2.1_2017-09-01",0,1,1,"4069202132_78914_01"
"Bw1qUHff",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4175678313_92326_01"
"Bw1qUHff",3,3,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4175678313_92326_01"
"Bw1qUHff",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4175678313_92326_01"
"BYpYNLYZ",3,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"060507_S02_02"
"c12dj6al",3,0,1,"0","Unbiased-2","e2.6_2017-09-16",1,0,0,"4175676577_92326_01"
"c12dj6al",3,1,1,"0","Unbiased-2","e2.6_2017-09-16",0,0,0,"4175676577_92326_01"
"c2a1ApB4",3,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4210171182_78419_01"
"c2a1ApB4",3,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c2a1ApB4",3,0,0,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c6i3AAwk",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198734039_78419_01"
"c6i3AAwk",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4198734039_78419_01"
"cCWpfNHl",3,1,0,"1","Biased-2","e2.4_2017-08-27",1,1,0,"088523_S02_01"
"cCWpfNHl",3,0,0,"1","Biased-2","e2.4_2017-08-27",0,1,0,"088523_S02_01"
"CDitEj5Y",3,1,1,"0","Biased-2","e2.3_2017-08-28",0,1,0,"4210176701_78419_01"
"CDitEj5Y",3,0,1,"0","Biased-2","e2.3_2017-08-28",1,1,0,"4210176701_78419_01"
"cfHDQFaB",3,1,1,"1","Biased-4","e2.1_2017-08-23",1,1,1,"4209514620_78419_01"
"cfHDQFaB",3,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"4209514620_78419_01"
"Ch87Xjrk",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"4181632737_78419_01"
"Ch87Xjrk",3,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4181632737_78419_01"
"Ch87Xjrk",3,3,0,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"4181632737_78419_01"
"CMkZT74c",3,0,0,"1","Unbiased-2","e2.6_2017-09-16",0,0,0,"4182968972_78419_01"
"CSIho5fN",3,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4175653832_92326_01"
"cSQt54dS",3,0,0,"1","Biased-2","e2.4_2017-08-31",0,1,0,"1724172254_78419_01"
"cSQt54dS",3,1,0,"1","Biased-2","e2.4_2017-08-31",1,1,0,"1724172254_78419_01"
"cW3Xrh7y",3,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"cW3Xrh7y",3,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"cW3Xrh7y",3,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4182959840_78419_01"
"CwFE3ItX",3,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4175653757_92326_01"
"cY25uRlE",3,0,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"cY25uRlE",3,2,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"cY25uRlE",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"1685916020_78419_01"
"cY25uRlE",3,3,1,"1","Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"CY6DEsRy",3,3,1,"3","Biased-4","e2.4_2017-08-21",1,1,1,"157970_3992_01"
"CY6DEsRy",3,1,1,"3","Biased-4","e2.4_2017-08-21",0,1,1,"157970_3992_01"
"D0irM1wA",3,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4175654735_92326_01"
"d57KJY6M",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"84097191_23694_02"
"d57KJY6M",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"84097191_23694_02"
"d6mMbARn",3,1,1,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",1,0,1,"1869053023_78419_01"
"d6mMbARn",3,3,0,"1","Unbiased-4","experiment-2.5-unbiased-4-01_10603.csv",0,0,1,"1869053023_78419_01"
"dbeyNtbX",3,1,0,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"087915_S02_02"
"dbeyNtbX",3,0,0,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"087915_S02_02"
"dcZXuvm5",3,0,0,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",3,1,1,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",3,2,1,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"Di14AqqS",3,3,1,"3","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",1,0,1,"79145798_EXP_01"
"Di14AqqS",3,2,1,"3","Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"79145798_EXP_01"
"diPOf8ra",3,2,1,"2","Biased-4","e2.2_2017-08-24",1,1,1,"4033152806_78914_01"
"DJ8LGEZY",3,1,1,"1","Biased-4","e2.1_2017-09-01",1,1,1,"4224828504_78419_01"
"DJ8zBqDK",3,1,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4210183601_78419_01"
"DJ8zBqDK",3,0,1,"1","Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4210183601_78419_01"
"DJWdsL8d",3,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"072544_S02_01"
"DJWdsL8d",3,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"072544_S02_01"
"dKSCJBQ8",3,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4141908521_78419_01"
"dKSCJBQ8",3,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4141908521_78419_01"
"dKSCJBQ8",3,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4141908521_78419_01"
"dPFSO8By",3,1,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4135954562_78419_01"
"dPFSO8By",3,0,1,"0","Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4135954562_78419_01"
"Du9Kh9Zi",3,0,1,"0","Biased-2","e2.4_2017-09-01",1,1,0,"010477_S01_HH"
"dYfzbDKZ",3,0,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4098583988_78419_01"
"dYfzbDKZ",3,3,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4098583988_78419_01"
